ref_id	class	decided_by	rationale	raster_readable
img-00937	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00938	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00939	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00940	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00941	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00942	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00943	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00944	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00945	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00946	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00947	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00948	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00949	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00950	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00951	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00952	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00953	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00954	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00955	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00956	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00957	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00958	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00959	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00960	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00961	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00962	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00963	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00964	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00965	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00966	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00967	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00968	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00969	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00970	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00971	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00972	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-00973	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00974	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00975	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00976	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00977	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00978	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00979	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00980	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00981	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00982	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00983	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00984	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00985	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00986	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00987	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00988	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00989	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00990	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00991	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00992	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00993	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00994	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00995	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00996	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00997	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00998	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00999	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-01000	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01001	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01002	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01003	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01004	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01005	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01006	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01007	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01008	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01009	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01010	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01011	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01012	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01013	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01014	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01015	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01016	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01017	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01018	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01019	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01020	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01021	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01022	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01023	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01024	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01025	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01026	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01027	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01028	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01029	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01030	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01031	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01032	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01033	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01034	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01035	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01036	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01037	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01038	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01039	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01040	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-01041	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01042	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01043	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01044	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01045	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01046	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01047	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01048	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01049	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-01050	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-01051	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-01052	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-01053	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-01054	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-01055	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
